id,hour,max,min,days,loanamount,intrate,fundedamount,remaining,count,subgrade
126381124,11,2018-01-05,2018-01-05,0,12000,18.06,1625,10375,2,D2
126381162,07,2017-12-29,2017-12-29,0,14000,6.72,6350,7650,1,A3
126381162,08,2017-12-29,2017-12-29,0,14000,6.72,6375,7625,1,A3
126381186,01,2018-01-03,2018-01-03,0,5000,21.45,4975,25,12,D5
126381186,11,2018-01-03,2018-01-02,1,5000,21.45,4575,425,5,D5
126381186,12,2018-01-03,2018-01-03,0,5000,21.45,4600,400,1,D5
126381186,10,2018-01-02,2018-01-02,0,5000,21.45,4250,750,6,D5
126381204,07,2017-12-29,2017-12-29,0,18000,6.72,4500,13500,1,A3
126381204,08,2017-12-29,2017-12-29,0,18000,6.72,4525,13475,1,A3
126381241,07,2017-12-29,2017-12-29,0,20000,11.99,8600,11400,1,B5
126381241,08,2017-12-29,2017-12-29,0,20000,11.99,8700,11300,2,B5
126381270,07,2017-12-29,2017-12-29,0,16000,6.08,7800,8200,1,A2
126381270,08,2017-12-29,2017-12-29,0,16000,6.08,7850,8150,2,A2
126381500,01,2018-01-03,2018-01-03,0,12000,6.72,11975,25,34,A3
126381500,11,2018-01-03,2018-01-02,1,12000,6.72,10400,1600,2,A3
126381500,12,2018-01-03,2018-01-03,0,12000,6.72,10425,1575,1,A3
126381500,10,2018-01-02,2018-01-02,0,12000,6.72,10350,1650,3,A3
126381500,07,2017-12-29,2017-12-29,0,12000,6.72,3425,8575,1,A3
126381500,08,2017-12-29,2017-12-29,0,12000,6.72,3450,8550,1,A3
126381844,05,2018-01-03,2018-01-03,0,2000,12.62,1975,25,12,C1
126381862,01,2018-01-04,2018-01-04,0,10000,15.05,9400,600,46,C4
126381862,05,2018-01-04,2018-01-03,1,10000,15.05,6525,3475,9,C4
126381862,12,2018-01-04,2018-01-04,0,10000,15.05,6375,3625,2,C4
126381862,06,2018-01-03,2018-01-03,0,10000,15.05,5825,4175,3,C4
126381862,07,2018-01-03,2018-01-03,0,10000,15.05,5875,4125,2,C4
126381862,08,2018-01-03,2018-01-03,0,10000,15.05,6050,3950,5,C4
126381862,09,2018-01-03,2018-01-03,0,10000,15.05,6225,3775,5,C4
126381902,05,2018-01-05,2018-01-03,2,30000,10.42,8600,21400,11,B3
126381902,06,2018-01-05,2018-01-03,2,30000,10.42,8625,21375,2,B3
126381902,09,2018-01-05,2018-01-03,2,30000,10.42,8750,21250,3,B3
126381902,11,2018-01-05,2018-01-05,0,30000,10.42,8775,21225,1,B3
126381902,01,2018-01-04,2018-01-03,1,30000,10.42,10375,19625,17,B3
126381902,03,2018-01-04,2018-01-03,1,30000,10.42,4600,25400,2,B3
126381902,12,2018-01-04,2018-01-04,0,30000,10.42,4375,25625,1,B3
126381902,04,2018-01-03,2018-01-03,0,30000,10.42,3975,26025,1,B3
126382070,01,2018-01-03,2018-01-03,0,40000,5.32,35500,4500,96,A1
126382070,02,2018-01-03,2018-01-03,0,40000,5.32,35950,4050,1,A1
126382070,04,2018-01-03,2018-01-03,0,40000,5.32,36100,3900,3,A1
126382070,11,2018-01-03,2018-01-03,0,40000,5.32,21175,18825,1,A1
126382070,10,2018-01-02,2018-01-02,0,40000,5.32,21150,18850,2,A1
126382070,08,2017-12-29,2017-12-29,0,40000,5.32,11925,28075,2,A1
126382086,07,2017-12-29,2017-12-29,0,12000,5.32,5375,6625,1,A1
126382086,08,2017-12-29,2017-12-29,0,12000,5.32,5475,6525,2,A1
126382284,07,2017-12-29,2017-12-29,0,10000,14.08,2650,7350,1,C3
126382284,08,2017-12-29,2017-12-29,0,10000,14.08,2700,7300,2,C3
126382322,08,2017-12-29,2017-12-29,0,6300,9.93,2700,3600,2,B2
126382370,07,2017-12-29,2017-12-29,0,6100,9.93,3375,2725,1,B2
126382370,08,2017-12-29,2017-12-29,0,6100,9.93,3500,2600,2,B2
126382394,07,2017-12-29,2017-12-29,0,15000,9.93,2575,12425,1,B2
126382394,08,2017-12-29,2017-12-29,0,15000,9.93,2625,12375,1,B2
126382401,07,2017-12-29,2017-12-29,0,15000,9.93,5000,10000,1,B2
126382401,08,2017-12-29,2017-12-29,0,15000,9.93,5025,9975,1,B2
126382772,08,2017-12-29,2017-12-29,0,6000,20,3025,2975,1,D4
126382925,07,2017-12-29,2017-12-29,0,6000,19.03,2075,3925,1,D3
126382925,08,2017-12-29,2017-12-29,0,6000,19.03,2125,3875,1,D3
126383025,07,2017-12-29,2017-12-29,0,11500,11.99,2475,9025,1,B5
126383025,08,2017-12-29,2017-12-29,0,11500,11.99,2500,9000,1,B5
126383287,01,2018-01-09,2018-01-09,0,12000,13.59,9025,2975,3,C2
126383392,08,2017-12-29,2017-12-29,0,10000,20,2700,7300,1,D4
126383614,01,2018-01-03,2018-01-03,0,36000,6.72,35375,625,69,A3
126383614,11,2018-01-03,2018-01-03,0,36000,6.72,8575,27425,1,A3
126383614,07,2017-12-29,2017-12-29,0,36000,6.72,3375,32625,1,A3
126383614,08,2017-12-29,2017-12-29,0,36000,6.72,3400,32600,1,A3
126383890,07,2017-12-29,2017-12-29,0,35000,16.02,3450,31550,1,C5
126383890,08,2017-12-29,2017-12-29,0,35000,16.02,3500,31500,1,C5
126383907,01,2018-01-09,2018-01-09,0,13200,5.32,4100,9100,1,A1
126383907,02,2018-01-09,2018-01-09,0,13200,5.32,4275,8925,1,A1
126384131,01,2018-01-03,2018-01-03,0,20000,16.02,19650,350,73,C5
126384131,11,2018-01-03,2018-01-02,1,20000,16.02,13125,6875,2,C5
126384131,12,2018-01-03,2018-01-03,0,20000,16.02,13150,6850,1,C5
126384131,10,2018-01-02,2018-01-02,0,20000,16.02,13075,6925,4,C5
126384325,01,2018-01-04,2018-01-04,0,3500,16.02,1725,1775,8,C5
126384382,05,2018-01-05,2018-01-05,0,30000,21.45,4475,25525,3,D5
126384382,06,2018-01-05,2018-01-05,0,30000,21.45,4500,25500,1,D5
126384382,09,2018-01-05,2018-01-05,0,30000,21.45,4550,25450,2,D5
126384382,10,2018-01-05,2018-01-05,0,30000,21.45,4575,25425,1,D5
126384382,11,2018-01-05,2018-01-05,0,30000,21.45,4600,25400,1,D5
126384382,01,2018-01-04,2018-01-04,0,30000,21.45,1900,28100,19,D5
126384425,01,2018-01-04,2018-01-04,0,7200,9.93,5750,1450,18,B2
126384425,02,2018-01-04,2018-01-04,0,7200,9.93,5825,1375,1,B2
126384425,03,2018-01-04,2018-01-04,0,7200,9.93,5800,1400,1,B2
126384425,12,2018-01-04,2018-01-04,0,7200,9.93,5175,2025,4,B2
126384425,05,2018-01-03,2018-01-03,0,7200,9.93,3600,3600,31,B2
126384425,06,2018-01-03,2018-01-03,0,7200,9.93,3875,3325,4,B2
126384425,07,2018-01-03,2018-01-03,0,7200,9.93,4025,3175,3,B2
126384425,08,2018-01-03,2018-01-03,0,7200,9.93,4175,3025,6,B2
126384425,09,2018-01-03,2018-01-03,0,7200,9.93,4225,2975,2,B2
126384426,01,2018-01-03,2018-01-03,0,4000,14.08,3425,575,3,C3
126384512,05,2018-01-05,2018-01-05,0,10000,12.62,3450,6550,4,C1
126384512,06,2018-01-05,2018-01-05,0,10000,12.62,3475,6525,1,C1
126384512,11,2018-01-05,2018-01-05,0,10000,12.62,3500,6500,1,C1
126384512,01,2018-01-04,2018-01-04,0,10000,12.62,1550,8450,5,C1
126384567,04,2018-01-05,2018-01-05,0,15000,13.59,3600,11400,3,C2
126384567,05,2018-01-05,2018-01-05,0,15000,13.59,3675,11325,4,C2
126384567,06,2018-01-05,2018-01-05,0,15000,13.59,3725,11275,2,C2
126384567,08,2018-01-05,2018-01-05,0,15000,13.59,3775,11225,2,C2
126384567,09,2018-01-05,2018-01-05,0,15000,13.59,3825,11175,2,C2
126384567,10,2018-01-05,2018-01-05,0,15000,13.59,3850,11150,1,C2
126384567,11,2018-01-05,2018-01-05,0,15000,13.59,3900,11100,2,C2
126384585,01,2018-01-04,2018-01-04,0,15000,11.99,7325,7675,8,B5
126384585,03,2018-01-04,2018-01-04,0,15000,11.99,4475,10525,3,B5
126384585,09,2018-01-04,2018-01-03,1,15000,11.99,4250,10750,12,B5
126384585,12,2018-01-04,2018-01-04,0,15000,11.99,3750,11250,3,B5
126384651,01,2018-01-09,2018-01-08,1,25000,9.93,20050,4950,11,B2
126384651,02,2018-01-08,2018-01-08,0,25000,9.93,5075,19925,4,B2
126384651,03,2018-01-08,2018-01-08,0,25000,9.93,5150,19850,3,B2
126385355,05,2018-01-05,2018-01-05,0,10000,15.05,4325,5675,6,C4
126385355,06,2018-01-05,2018-01-05,0,10000,15.05,4350,5650,1,C4
126385355,11,2018-01-05,2018-01-05,0,10000,15.05,4375,5625,1,C4
126385507,07,2018-01-08,2018-01-07,1,10000,19.03,4950,5050,4,D3
126385507,08,2018-01-08,2018-01-05,3,10000,19.03,5075,4925,6,D3
126385507,09,2018-01-08,2018-01-05,3,10000,19.03,9975,25,34,D3
126385507,11,2018-01-08,2018-01-05,3,10000,19.03,4875,5125,5,D3
126385507,01,2018-01-07,2018-01-06,1,10000,19.03,4450,5550,9,D3
126385507,03,2018-01-07,2018-01-06,1,10000,19.03,4525,5475,3,D3
126385507,05,2018-01-07,2018-01-05,2,10000,19.03,4625,5375,21,D3
126385507,10,2018-01-07,2018-01-07,0,10000,19.03,4325,5675,1,D3
126385507,12,2018-01-07,2018-01-06,1,10000,19.03,4375,5625,2,D3
126385507,04,2018-01-06,2018-01-06,0,10000,19.03,3900,6100,2,D3
126385530,09,2018-01-05,2018-01-05,0,25000,10.91,6525,18475,3,B4
126385530,11,2018-01-05,2018-01-05,0,25000,10.91,1975,23025,1,B4
126385559,05,2018-01-05,2018-01-05,0,8200,19.03,4775,3425,1,D3
126385614,01,2018-01-09,2018-01-09,0,8400,10.42,2900,5500,2,B3
126385638,05,2018-01-05,2018-01-05,0,1000,19.03,0,1000,1,D3
126385716,09,2018-01-05,2018-01-05,0,3500,10.91,3000,500,7,B4
126385716,10,2018-01-05,2018-01-05,0,3500,10.91,3075,425,3,B4
126385716,11,2018-01-05,2018-01-05,0,3500,10.91,3150,350,3,B4
126385734,01,2018-01-09,2018-01-06,3,17000,19.03,3125,13875,8,D3
126385734,02,2018-01-09,2018-01-08,1,17000,19.03,3175,13825,5,D3
126385734,03,2018-01-08,2018-01-06,2,17000,19.03,3075,13925,5,D3
126385734,07,2018-01-08,2018-01-07,1,17000,19.03,1425,15575,3,D3
126385734,09,2018-01-08,2018-01-07,1,17000,19.03,2400,14600,17,D3
126385734,10,2018-01-08,2018-01-08,0,17000,19.03,2525,14475,3,D3
126385734,11,2018-01-08,2018-01-05,3,17000,19.03,2575,14425,6,D3
126385734,12,2018-01-08,2018-01-08,0,17000,19.03,2650,14350,2,D3
126385734,04,2018-01-07,2018-01-06,1,17000,19.03,1200,15800,2,D3
126385734,08,2018-01-07,2018-01-05,2,17000,19.03,1250,15750,2,D3
126385734,05,2018-01-05,2018-01-05,0,17000,19.03,675,16325,14,D3
126385813,01,2018-01-08,2018-01-08,0,7000,10.91,4475,2525,26,B4
126385813,02,2018-01-08,2018-01-08,0,7000,10.91,5625,1375,6,B4
126385813,03,2018-01-08,2018-01-08,0,7000,10.91,5700,1300,3,B4
126386332,01,2018-01-03,2018-01-03,0,10000,7.97,9975,25,70,A5
126386332,10,2018-01-03,2018-01-02,1,10000,7.97,4150,5850,3,A5
126386332,11,2018-01-03,2018-01-03,0,10000,7.97,4125,5875,1,A5
126386332,12,2018-01-03,2018-01-03,0,10000,7.97,4175,5825,1,A5
126386441,07,2017-12-29,2017-12-29,0,12000,19.03,2850,9150,1,D3
126386441,08,2017-12-29,2017-12-29,0,12000,19.03,2925,9075,2,D3
126386562,08,2017-12-29,2017-12-29,0,35000,13.59,2725,32275,1,C2
126386633,01,2018-01-09,2018-01-09,0,10150,21.45,5875,4275,2,D5
126386730,01,2018-01-04,2018-01-04,0,8000,11.99,2550,5450,9,B5
126386747,07,2017-12-29,2017-12-29,0,16000,6.72,5075,10925,1,A3
126386747,08,2017-12-29,2017-12-29,0,16000,6.72,5150,10850,2,A3
126386843,01,2018-01-03,2018-01-03,0,8000,9.44,7500,500,16,B1
126386865,07,2017-12-29,2017-12-29,0,27000,6.72,18850,8150,1,A3
126386865,08,2017-12-29,2017-12-29,0,27000,6.72,18875,8125,1,A3
126386931,10,2018-01-02,2018-01-02,0,7000,14.08,6975,25,2,C3
126386961,07,2017-12-29,2017-12-29,0,5000,6.08,4650,350,1,A2
126386961,08,2017-12-29,2017-12-29,0,5000,6.08,4850,150,2,A2
126387015,01,2018-01-03,2018-01-03,0,40000,9.44,39625,375,79,B1
126387015,11,2018-01-03,2018-01-03,0,40000,9.44,10575,29425,1,B1
126387015,10,2018-01-02,2018-01-02,0,40000,9.44,10550,29450,1,B1
126387015,07,2017-12-29,2017-12-29,0,40000,9.44,2750,37250,1,B1
126387015,08,2017-12-29,2017-12-29,0,40000,9.44,2775,37225,1,B1
126387038,01,2018-01-03,2018-01-03,0,15000,6.08,14975,25,34,A2
126387038,11,2018-01-03,2018-01-02,1,15000,6.08,13800,1200,4,A2
126387038,12,2018-01-03,2018-01-03,0,15000,6.08,13825,1175,1,A2
126387038,10,2018-01-02,2018-01-02,0,15000,6.08,13700,1300,4,A2
126387038,07,2017-12-29,2017-12-29,0,15000,6.08,4525,10475,1,A2
126387038,08,2017-12-29,2017-12-29,0,15000,6.08,4600,10400,1,A2
126387249,01,2018-01-07,2018-01-06,1,12000,7.35,11900,100,37,A4
126387249,02,2018-01-07,2018-01-06,1,12000,7.35,11975,25,11,A4
126387249,11,2018-01-07,2018-01-06,1,12000,7.35,11675,325,5,A4
126387249,12,2018-01-07,2018-01-07,0,12000,7.35,11775,225,1,A4
126387249,03,2018-01-06,2018-01-06,0,12000,7.35,10050,1950,6,A4
126387249,04,2018-01-06,2018-01-06,0,12000,7.35,10150,1850,4,A4
126387249,05,2018-01-06,2018-01-06,0,12000,7.35,10600,1400,6,A4
126387249,06,2018-01-06,2018-01-06,0,12000,7.35,10775,1225,5,A4
126387249,07,2018-01-06,2018-01-06,0,12000,7.35,10850,1150,3,A4
126387249,08,2018-01-06,2018-01-06,0,12000,7.35,11125,875,6,A4
126387249,09,2018-01-06,2018-01-06,0,12000,7.35,11300,700,7,A4
126387249,10,2018-01-06,2018-01-06,0,12000,7.35,11500,500,8,A4
126387598,07,2017-12-29,2017-12-29,0,4200,10.91,3875,325,1,B4
126387598,08,2017-12-29,2017-12-29,0,4200,10.91,4000,200,2,B4
126388096,07,2017-12-29,2017-12-29,0,7000,10.42,2000,5000,1,B3
126388096,08,2017-12-29,2017-12-29,0,7000,10.42,2150,4850,2,B3
126388135,01,2018-01-03,2018-01-03,0,20000,7.97,19725,275,61,A5
126388135,11,2018-01-03,2018-01-03,0,20000,7.97,10100,9900,1,A5
126388135,10,2018-01-02,2018-01-02,0,20000,7.97,10075,9925,2,A5
126388135,07,2017-12-29,2017-12-29,0,20000,7.97,3675,16325,1,A5
126388135,08,2017-12-29,2017-12-29,0,20000,7.97,3700,16300,1,A5
126388359,05,2018-01-05,2018-01-05,0,30000,21.45,29900,100,21,D5
126388656,07,2017-12-29,2017-12-29,0,16000,9.93,3675,12325,1,B2
126388656,08,2017-12-29,2017-12-29,0,16000,9.93,3700,12300,1,B2
126388658,07,2017-12-29,2017-12-29,0,13000,14.08,3350,9650,2,C3
126388658,08,2017-12-29,2017-12-29,0,13000,14.08,3400,9600,1,C3
126388748,01,2018-01-03,2018-01-03,0,20000,5.32,15250,4750,34,A1
126388748,02,2018-01-03,2018-01-03,0,20000,5.32,15275,4725,1,A1
126388748,04,2018-01-03,2018-01-03,0,20000,5.32,15325,4675,2,A1
126388748,11,2018-01-03,2018-01-02,1,20000,5.32,13700,6300,3,A1
126388748,10,2018-01-02,2018-01-02,0,20000,5.32,13625,6375,6,A1
126388748,07,2017-12-29,2017-12-29,0,20000,5.32,5075,14925,1,A1
126388748,08,2017-12-29,2017-12-29,0,20000,5.32,5125,14875,2,A1
126389059,01,2018-01-04,2018-01-04,0,8000,16.02,6150,1850,12,C5
126389093,07,2017-12-29,2017-12-29,0,35000,14.08,7075,27925,1,C3
126389093,08,2017-12-29,2017-12-29,0,35000,14.08,7150,27850,2,C3
126389103,01,2018-01-04,2018-01-03,1,19200,16.02,15000,4200,48,C5
126389103,03,2018-01-04,2018-01-03,1,19200,16.02,11675,7525,4,C5
126389103,12,2018-01-04,2018-01-03,1,19200,16.02,10475,8725,2,C5
126389103,02,2018-01-03,2018-01-03,0,19200,16.02,4050,15150,1,C5
126389103,04,2018-01-03,2018-01-03,0,19200,16.02,10050,9150,3,C5
126389103,05,2018-01-03,2018-01-03,0,19200,16.02,10225,8975,6,C5
126389103,06,2018-01-03,2018-01-03,0,19200,16.02,10250,8950,1,C5
126389103,09,2018-01-03,2018-01-03,0,19200,16.02,10350,8850,1,C5
126389103,11,2018-01-03,2018-01-03,0,19200,16.02,3525,15675,1,C5
126389103,10,2018-01-02,2018-01-02,0,19200,16.02,3500,15700,2,C5
126389126,09,2018-01-07,2018-01-05,2,40000,11.99,22375,17625,11,B5
126389126,11,2018-01-07,2018-01-05,2,40000,11.99,22175,17825,3,B5
126389126,12,2018-01-07,2018-01-06,1,40000,11.99,22400,17600,2,B5
126389126,01,2018-01-06,2018-01-06,0,40000,11.99,21500,18500,37,B5
126389126,02,2018-01-06,2018-01-06,0,40000,11.99,21575,18425,3,B5
126389126,03,2018-01-06,2018-01-06,0,40000,11.99,21600,18400,1,B5
126389126,04,2018-01-06,2018-01-06,0,40000,11.99,21625,18375,2,B5
126389126,05,2018-01-06,2018-01-05,1,40000,11.99,21825,18175,14,B5
126389126,08,2018-01-06,2018-01-06,0,40000,11.99,21875,18125,2,B5
126389126,06,2018-01-05,2018-01-05,0,40000,11.99,2025,37975,1,B5
126389126,07,2018-01-05,2018-01-05,0,40000,11.99,2075,37925,1,B5
126389126,10,2018-01-05,2018-01-05,0,40000,11.99,2200,37800,1,B5
126389160,01,2018-01-03,2018-01-03,0,33925,7.97,33250,675,72,A5
126389160,11,2018-01-03,2018-01-03,0,33925,7.97,10550,23375,1,A5
126389160,10,2018-01-02,2018-01-02,0,33925,7.97,10525,23400,1,A5
126389160,08,2017-12-29,2017-12-29,0,33925,7.97,4225,29700,3,A5
126389952,01,2018-01-03,2018-01-03,0,18000,5.32,17975,25,24,A1
126389952,11,2018-01-03,2018-01-02,1,18000,5.32,17200,800,6,A1
126389952,12,2018-01-03,2018-01-03,0,18000,5.32,17250,750,2,A1
126389952,10,2018-01-02,2018-01-02,0,18000,5.32,17050,950,8,A1
126389952,07,2017-12-29,2017-12-29,0,18000,5.32,5375,12625,1,A1
126389952,08,2017-12-29,2017-12-29,0,18000,5.32,5425,12575,1,A1
126390005,09,2018-01-03,2018-01-03,0,1000,9.44,300,700,4,B1
126390673,01,2018-01-03,2018-01-03,0,20000,19.03,19775,225,49,D3
126390673,11,2018-01-03,2018-01-02,1,20000,19.03,15225,4775,2,D3
126390673,10,2018-01-02,2018-01-02,0,20000,19.03,15175,4825,3,D3
126390673,07,2017-12-29,2017-12-29,0,20000,19.03,1150,18850,1,D3
126390673,08,2017-12-29,2017-12-29,0,20000,19.03,1175,18825,1,D3
126390790,07,2017-12-29,2017-12-29,0,6000,11.99,3725,2275,1,B5
126390790,08,2017-12-29,2017-12-29,0,6000,11.99,3900,2100,3,B5
126390793,05,2018-01-05,2018-01-05,0,20000,21.45,11975,8025,27,D5
126390793,06,2018-01-05,2018-01-05,0,20000,21.45,12050,7950,3,D5
126390793,07,2018-01-05,2018-01-05,0,20000,21.45,12075,7925,1,D5
126390793,08,2018-01-05,2018-01-05,0,20000,21.45,12100,7900,1,D5
126390793,09,2018-01-05,2018-01-05,0,20000,21.45,12400,7600,4,D5
126390793,10,2018-01-05,2018-01-05,0,20000,21.45,12450,7550,2,D5
126390793,11,2018-01-05,2018-01-05,0,20000,21.45,12525,7475,3,D5
126390948,01,2018-01-04,2018-01-04,0,24000,10.42,23475,525,104,B3
126390948,05,2018-01-04,2018-01-03,1,24000,10.42,6650,17350,21,B3
126390948,12,2018-01-04,2018-01-04,0,24000,10.42,6150,17850,2,B3
126390948,06,2018-01-03,2018-01-03,0,24000,10.42,5075,18925,2,B3
126390948,07,2018-01-03,2018-01-03,0,24000,10.42,5150,18850,3,B3
126390948,08,2018-01-03,2018-01-03,0,24000,10.42,5575,18425,5,B3
126390948,09,2018-01-03,2018-01-03,0,24000,10.42,5550,18450,2,B3
126391221,07,2017-12-29,2017-12-29,0,6000,14.08,2075,3925,1,C3
126391221,08,2017-12-29,2017-12-29,0,6000,14.08,2225,3775,2,C3
126391253,01,2018-01-03,2018-01-03,0,20000,6.08,15250,4750,66,A2
126391253,04,2018-01-03,2018-01-03,0,20000,6.08,15350,4650,1,A2
126391253,11,2018-01-03,2018-01-03,0,20000,6.08,8975,11025,1,A2
126391253,10,2018-01-02,2018-01-02,0,20000,6.08,8950,11050,3,A2
126391253,08,2017-12-29,2017-12-29,0,20000,6.08,3600,16400,1,A2
126391401,07,2017-12-29,2017-12-29,0,9000,9.44,2775,6225,1,B1
126391401,08,2017-12-29,2017-12-29,0,9000,9.44,2800,6200,1,B1
126391537,07,2017-12-29,2017-12-29,0,8400,18.06,2175,6225,1,D2
126391537,08,2017-12-29,2017-12-29,0,8400,18.06,2250,6150,2,D2
126391607,07,2017-12-29,2017-12-29,0,7600,16.02,3275,4325,1,C5
126391607,08,2017-12-29,2017-12-29,0,7600,16.02,3400,4200,2,C5
126391683,07,2017-12-29,2017-12-29,0,10000,18.06,3025,6975,1,D2
126391683,08,2017-12-29,2017-12-29,0,10000,18.06,3075,6925,2,D2
126391689,07,2017-12-29,2017-12-29,0,12000,17.09,7825,4175,1,D1
126391689,08,2017-12-29,2017-12-29,0,12000,17.09,7850,4150,1,D1
126391761,01,2018-01-03,2018-01-03,0,40000,9.93,39475,525,89,B2
126391761,11,2018-01-03,2018-01-03,0,40000,9.93,17625,22375,1,B2
126391761,07,2017-12-29,2017-12-29,0,40000,9.93,9250,30750,1,B2
126391761,08,2017-12-29,2017-12-29,0,40000,9.93,9275,30725,1,B2
126391919,07,2017-12-29,2017-12-29,0,9600,11.99,3925,5675,1,B5
126391919,08,2017-12-29,2017-12-29,0,9600,11.99,3950,5650,1,B5
126391987,07,2017-12-29,2017-12-29,0,10000,13.59,1500,8500,1,C2
126391987,08,2017-12-29,2017-12-29,0,10000,13.59,1550,8450,2,C2
126392003,08,2017-12-29,2017-12-29,0,10400,12.62,2700,7700,1,C1
126392143,01,2018-01-03,2018-01-03,0,15000,9.93,14975,25,10,B2
126392143,11,2018-01-03,2018-01-02,1,15000,9.93,14625,375,7,B2
126392143,12,2018-01-03,2018-01-03,0,15000,9.93,14675,325,2,B2
126392143,10,2018-01-02,2018-01-02,0,15000,9.93,14450,550,5,B2
126392143,07,2017-12-29,2017-12-29,0,15000,9.93,3275,11725,1,B2
126392143,08,2017-12-29,2017-12-29,0,15000,9.93,3400,11600,1,B2
126392321,09,2018-01-03,2018-01-03,0,5000,13.59,4975,25,18,C2
126392799,01,2018-01-04,2018-01-03,1,20000,6.08,19850,150,68,A2
126392799,12,2018-01-04,2018-01-04,0,20000,6.08,15600,4400,1,A2
126392799,03,2018-01-03,2018-01-03,0,20000,6.08,14775,5225,1,A2
126392799,04,2018-01-03,2018-01-03,0,20000,6.08,14800,5200,2,A2
126392799,05,2018-01-03,2018-01-03,0,20000,6.08,15025,4975,8,A2
126392799,06,2018-01-03,2018-01-03,0,20000,6.08,15050,4950,1,A2
126392799,07,2018-01-03,2017-12-29,5,20000,6.08,15250,4750,5,A2
126392799,08,2018-01-03,2017-12-29,5,20000,6.08,15375,4625,3,A2
126392799,09,2018-01-03,2018-01-03,0,20000,6.08,15350,4650,2,A2
126392799,11,2018-01-03,2018-01-02,1,20000,6.08,10650,9350,3,A2
126392799,10,2018-01-02,2018-01-02,0,20000,6.08,10575,9425,2,A2
126393185,01,2018-01-06,2018-01-03,3,28000,14.08,24825,3175,67,C3
126393185,02,2018-01-06,2018-01-06,0,28000,14.08,27975,25,1,C3
126393185,04,2018-01-06,2018-01-03,3,28000,14.08,21625,6375,2,C3
126393185,12,2018-01-06,2018-01-04,2,28000,14.08,24575,3425,3,C3
126393185,05,2018-01-05,2018-01-03,2,28000,14.08,20800,7200,6,C3
126393185,07,2018-01-05,2018-01-03,2,28000,14.08,20825,7175,2,C3
126393185,08,2018-01-05,2017-12-29,7,28000,14.08,20850,7150,3,C3
126393185,11,2018-01-05,2018-01-03,2,28000,14.08,20875,7125,2,C3
126393185,03,2018-01-04,2018-01-03,1,28000,14.08,18950,9050,4,C3
126393185,09,2018-01-03,2018-01-03,0,28000,14.08,18725,9275,2,C3
126393223,01,2018-01-04,2018-01-03,1,30000,17.09,29750,250,58,D1
126393223,12,2018-01-04,2018-01-04,0,30000,17.09,22050,7950,1,D1
126393223,04,2018-01-03,2018-01-03,0,30000,17.09,21050,8950,1,D1
126393223,05,2018-01-03,2018-01-03,0,30000,17.09,21350,8650,8,D1
126393223,07,2018-01-03,2018-01-03,0,30000,17.09,21375,8625,1,D1
126393223,08,2018-01-03,2018-01-03,0,30000,17.09,21525,8475,3,D1
126393223,09,2018-01-03,2018-01-03,0,30000,17.09,21475,8525,2,D1
126393389,01,2018-01-03,2018-01-03,0,16000,15.05,15950,50,9,C4
126393409,07,2017-12-29,2017-12-29,0,9600,17.09,900,8700,1,D1
126393409,08,2017-12-29,2017-12-29,0,9600,17.09,950,8650,2,D1
126393441,07,2017-12-29,2017-12-29,0,10000,11.99,9425,575,2,B5
126393441,08,2017-12-29,2017-12-29,0,10000,11.99,9825,175,4,B5
126393540,07,2017-12-29,2017-12-29,0,30000,20,15575,14425,2,D4
126393540,08,2017-12-29,2017-12-29,0,30000,20,15650,14350,2,D4
126393777,07,2017-12-29,2017-12-29,0,9600,6.72,4250,5350,1,A3
126393777,08,2017-12-29,2017-12-29,0,9600,6.72,4350,5250,2,A3
126393867,01,2018-01-04,2018-01-04,0,15000,13.59,14200,800,55,C2
126393867,03,2018-01-04,2018-01-04,0,15000,13.59,8275,6725,2,C2
126393867,12,2018-01-04,2018-01-04,0,15000,13.59,2875,12125,1,C2
126393867,05,2018-01-03,2018-01-03,0,15000,13.59,5350,9650,9,C2
126393867,06,2018-01-03,2018-01-03,0,15000,13.59,2575,12425,1,C2
126393867,08,2018-01-03,2018-01-03,0,15000,13.59,2650,12350,3,C2
126393867,09,2018-01-03,2018-01-03,0,15000,13.59,2675,12325,1,C2
126394021,01,2018-01-04,2018-01-03,1,20000,6.72,19250,750,57,A3
126394021,12,2018-01-04,2018-01-04,0,20000,6.72,13525,6475,1,A3
126394021,02,2018-01-03,2018-01-03,0,20000,6.72,10450,9550,1,A3
126394021,03,2018-01-03,2018-01-03,0,20000,6.72,10475,9525,1,A3
126394021,04,2018-01-03,2018-01-03,0,20000,6.72,12975,7025,2,A3
126394021,05,2018-01-03,2018-01-03,0,20000,6.72,13150,6850,6,A3
126394021,06,2018-01-03,2018-01-03,0,20000,6.72,13175,6825,1,A3
126394021,07,2018-01-03,2017-12-29,5,20000,6.72,13250,6750,4,A3
126394021,08,2018-01-03,2017-12-29,5,20000,6.72,13400,6600,4,A3
126394021,09,2018-01-03,2018-01-03,0,20000,6.72,13375,6625,2,A3
126394021,11,2018-01-03,2018-01-03,0,20000,6.72,9975,10025,1,A3
126394021,10,2018-01-02,2018-01-02,0,20000,6.72,9950,10050,1,A3
126394180,07,2017-12-29,2017-12-29,0,15000,10.91,2450,12550,1,B4
126394180,08,2017-12-29,2017-12-29,0,15000,10.91,2475,12525,1,B4
