"term","grade","mob","ucor","upor","rep","long_mob","ucor2","upor2"
36,"A",1,0,0.005,1,1,0,0.005
36,"A",1,0,0.005,2,2,0,0.005
36,"A",1,0,0.005,3,3,0,0.005
36,"A",1,0,0.005,4,4,0,0.005
36,"A",1,0,0.005,5,5,0,0.005
36,"A",1,0,0.005,6,6,0,0.0054
36,"A",1,0,0.005,7,7,0,0.0058
36,"A",1,0,0.005,8,8,0,0.0062
36,"A",1,0,0.005,9,9,0,0.0066
36,"A",1,0,0.005,10,10,0,0.007
36,"A",2,0,0.009,1,11,0,0.0074
36,"A",2,0,0.009,2,12,0,0.0078
36,"A",2,0,0.009,3,13,0,0.0082
36,"A",2,0,0.009,4,14,0,0.0086
36,"A",2,0,0.009,5,15,0,0.009
36,"A",2,0,0.009,6,16,0.0001844819,0.0085
36,"A",2,0,0.009,7,17,0.0003689638,0.008
36,"A",2,0,0.009,8,18,0.0005534457,0.0075
36,"A",2,0,0.009,9,19,0.0007379276,0.007
36,"A",2,0,0.009,10,20,0.0009224095,0.0065
36,"A",3,0.001844819,0.004,1,21,0.0011068914,0.006
36,"A",3,0.001844819,0.004,2,22,0.0012913733,0.0055
36,"A",3,0.001844819,0.004,3,23,0.0014758552,0.005
36,"A",3,0.001844819,0.004,4,24,0.0016603371,0.0045
36,"A",3,0.001844819,0.004,5,25,0.001844819,0.004
36,"A",3,0.001844819,0.004,6,26,0.0019417744,0.0043
36,"A",3,0.001844819,0.004,7,27,0.0020387298,0.0046
36,"A",3,0.001844819,0.004,8,28,0.0021356852,0.0049
36,"A",3,0.001844819,0.004,9,29,0.0022326406,0.0052
36,"A",3,0.001844819,0.004,10,30,0.002329596,0.0055
36,"A",4,0.002814373,0.007,1,31,0.0024265514,0.0058
36,"A",4,0.002814373,0.007,2,32,0.0025235068,0.0061
36,"A",4,0.002814373,0.007,3,33,0.0026204622,0.0064
36,"A",4,0.002814373,0.007,4,34,0.0027174176,0.0067
36,"A",4,0.002814373,0.007,5,35,0.002814373,0.007
36,"A",4,0.002814373,0.007,6,36,0.002834061,0.0067
36,"A",4,0.002814373,0.007,7,37,0.002853749,0.0064
36,"A",4,0.002814373,0.007,8,38,0.002873437,0.0061
36,"A",4,0.002814373,0.007,9,39,0.002893125,0.0058
36,"A",4,0.002814373,0.007,10,40,0.002912813,0.0055
36,"A",5,0.003011253,0.004,1,41,0.002932501,0.0052
36,"A",5,0.003011253,0.004,2,42,0.002952189,0.0049
36,"A",5,0.003011253,0.004,3,43,0.002971877,0.0046
36,"A",5,0.003011253,0.004,4,44,0.002991565,0.0043
36,"A",5,0.003011253,0.004,5,45,0.003011253,0.004
36,"A",5,0.003011253,0.004,6,46,0.0030071663,0.0046
36,"A",5,0.003011253,0.004,7,47,0.0030030796,0.0052
36,"A",5,0.003011253,0.004,8,48,0.0029989929,0.0058
36,"A",5,0.003011253,0.004,9,49,0.0029949062,0.0064
36,"A",5,0.003011253,0.004,10,50,0.0029908195,0.007
36,"A",6,0.002970386,0.01,1,51,0.0029867328,0.0076
36,"A",6,0.002970386,0.01,2,52,0.0029826461,0.0082
36,"A",6,0.002970386,0.01,3,53,0.0029785594,0.0088
36,"A",6,0.002970386,0.01,4,54,0.0029744727,0.0094
36,"A",6,0.002970386,0.01,5,55,0.002970386,0.01
36,"A",6,0.002970386,0.01,6,56,0.0029579794,0.0094
36,"A",6,0.002970386,0.01,7,57,0.0029455728,0.0088
36,"A",6,0.002970386,0.01,8,58,0.0029331662,0.0082
36,"A",6,0.002970386,0.01,9,59,0.0029207596,0.0076
36,"A",6,0.002970386,0.01,10,60,0.002908353,0.007
36,"A",7,0.00284632,0.004,1,61,0.0028959464,0.0064
36,"A",7,0.00284632,0.004,2,62,0.0028835398,0.0058
36,"A",7,0.00284632,0.004,3,63,0.0028711332,0.0052
36,"A",7,0.00284632,0.004,4,64,0.0028587266,0.0046
36,"A",7,0.00284632,0.004,5,65,0.00284632,0.004
36,"A",7,0.00284632,0.004,6,66,0.0028311707,0.0044
36,"A",7,0.00284632,0.004,7,67,0.0028160214,0.0048
36,"A",7,0.00284632,0.004,8,68,0.0028008721,0.0052
36,"A",7,0.00284632,0.004,9,69,0.0027857228,0.0056
36,"A",7,0.00284632,0.004,10,70,0.0027705735,0.006
36,"A",8,0.002694827,0.008,1,71,0.0027554242,0.0064
36,"A",8,0.002694827,0.008,2,72,0.0027402749,0.0068
36,"A",8,0.002694827,0.008,3,73,0.0027251256,0.0072
36,"A",8,0.002694827,0.008,4,74,0.0027099763,0.0076
36,"A",8,0.002694827,0.008,5,75,0.002694827,0.008
36,"A",8,0.002694827,0.008,6,76,0.0026791905,0.0081
36,"A",8,0.002694827,0.008,7,77,0.002663554,0.0082
36,"A",8,0.002694827,0.008,8,78,0.0026479175,0.0083
36,"A",8,0.002694827,0.008,9,79,0.002632281,0.0084
36,"A",8,0.002694827,0.008,10,80,0.0026166445,0.0085
36,"A",9,0.002538462,0.009,1,81,0.002601008,0.0086
36,"A",9,0.002538462,0.009,2,82,0.0025853715,0.0087
36,"A",9,0.002538462,0.009,3,83,0.002569735,0.0088
36,"A",9,0.002538462,0.009,4,84,0.0025540985,0.0089
36,"A",9,0.002538462,0.009,5,85,0.002538462,0.009
36,"A",9,0.002538462,0.009,6,86,0.0025232912,0.0087
36,"A",9,0.002538462,0.009,7,87,0.0025081204,0.0084
36,"A",9,0.002538462,0.009,8,88,0.0024929496,0.0081
36,"A",9,0.002538462,0.009,9,89,0.0024777788,0.0078
36,"A",9,0.002538462,0.009,10,90,0.002462608,0.0075
36,"A",10,0.002386754,0.006,1,91,0.0024474372,0.0072
36,"A",10,0.002386754,0.006,2,92,0.0024322664,0.0069
36,"A",10,0.002386754,0.006,3,93,0.0024170956,0.0066
36,"A",10,0.002386754,0.006,4,94,0.0024019248,0.0063
36,"A",10,0.002386754,0.006,5,95,0.002386754,0.006
36,"A",10,0.002386754,0.006,6,96,0.0023724395,0.006
36,"A",10,0.002386754,0.006,7,97,0.002358125,0.006
36,"A",10,0.002386754,0.006,8,98,0.0023438105,0.006
36,"A",10,0.002386754,0.006,9,99,0.002329496,0.006
36,"A",10,0.002386754,0.006,10,100,0.0023151815,0.006
36,"A",11,0.002243609,0.006,1,101,0.002300867,0.006
36,"A",11,0.002243609,0.006,2,102,0.0022865525,0.006
36,"A",11,0.002243609,0.006,3,103,0.002272238,0.006
36,"A",11,0.002243609,0.006,4,104,0.0022579235,0.006
36,"A",11,0.002243609,0.006,5,105,0.002243609,0.006
36,"A",11,0.002243609,0.006,6,106,0.0022302848,0.0061
36,"A",11,0.002243609,0.006,7,107,0.0022169606,0.0062
36,"A",11,0.002243609,0.006,8,108,0.0022036364,0.0063
36,"A",11,0.002243609,0.006,9,109,0.0021903122,0.0064
36,"A",11,0.002243609,0.006,10,110,0.002176988,0.0065
36,"A",12,0.002110367,0.007,1,111,0.0021636638,0.0066
36,"A",12,0.002110367,0.007,2,112,0.0021503396,0.0067
36,"A",12,0.002110367,0.007,3,113,0.0021370154,0.0068
36,"A",12,0.002110367,0.007,4,114,0.0021236912,0.0069
36,"A",12,0.002110367,0.007,5,115,0.002110367,0.007
36,"A",12,0.002110367,0.007,6,116,0.0020980474,0.0068
36,"A",12,0.002110367,0.007,7,117,0.0020857278,0.0066
36,"A",12,0.002110367,0.007,8,118,0.0020734082,0.0064
36,"A",12,0.002110367,0.007,9,119,0.0020610886,0.0062
36,"A",12,0.002110367,0.007,10,120,0.002048769,0.006
36,"A",13,0.001987171,0.005,1,121,0.0020364494,0.0058
36,"A",13,0.001987171,0.005,2,122,0.0020241298,0.0056
36,"A",13,0.001987171,0.005,3,123,0.0020118102,0.0054
36,"A",13,0.001987171,0.005,4,124,0.0019994906,0.0052
36,"A",13,0.001987171,0.005,5,125,0.001987171,0.005
36,"A",13,0.001987171,0.005,6,126,0.0019758147,0.0049
36,"A",13,0.001987171,0.005,7,127,0.0019644584,0.0048
36,"A",13,0.001987171,0.005,8,128,0.0019531021,0.0047
36,"A",13,0.001987171,0.005,9,129,0.0019417458,0.0046
36,"A",13,0.001987171,0.005,10,130,0.0019303895,0.0045
36,"A",14,0.001873608,0.004,1,131,0.0019190332,0.0044
36,"A",14,0.001873608,0.004,2,132,0.0019076769,0.0043
36,"A",14,0.001873608,0.004,3,133,0.0018963206,0.0042
36,"A",14,0.001873608,0.004,4,134,0.0018849643,0.0041
36,"A",14,0.001873608,0.004,5,135,0.001873608,0.004
36,"A",14,0.001873608,0.004,6,136,0.00186315,0.0045
36,"A",14,0.001873608,0.004,7,137,0.001852692,0.005
36,"A",14,0.001873608,0.004,8,138,0.001842234,0.0055
36,"A",14,0.001873608,0.004,9,139,0.001831776,0.006
36,"A",14,0.001873608,0.004,10,140,0.001821318,0.0065
36,"A",15,0.001769028,0.009,1,141,0.00181086,0.007
36,"A",15,0.001769028,0.009,2,142,0.001800402,0.0075
36,"A",15,0.001769028,0.009,3,143,0.001789944,0.008
36,"A",15,0.001769028,0.009,4,144,0.001779486,0.0085
36,"A",15,0.001769028,0.009,5,145,0.001769028,0.009
36,"A",15,0.001769028,0.009,6,146,0.0017593956,0.0085
36,"A",15,0.001769028,0.009,7,147,0.0017497632,0.008
36,"A",15,0.001769028,0.009,8,148,0.0017401308,0.0075
36,"A",15,0.001769028,0.009,9,149,0.0017304984,0.007
36,"A",15,0.001769028,0.009,10,150,0.001720866,0.0065
36,"A",16,0.001672704,0.004,1,151,0.0017112336,0.006
36,"A",16,0.001672704,0.004,2,152,0.0017016012,0.0055
36,"A",16,0.001672704,0.004,3,153,0.0016919688,0.005
36,"A",16,0.001672704,0.004,4,154,0.0016823364,0.0045
36,"A",16,0.001672704,0.004,5,155,0.001672704,0.004
36,"A",16,0.001672704,0.004,6,156,0.001663824,0.0044
36,"A",16,0.001672704,0.004,7,157,0.001654944,0.0048
36,"A",16,0.001672704,0.004,8,158,0.001646064,0.0052
36,"A",16,0.001672704,0.004,9,159,0.001637184,0.0056
36,"A",16,0.001672704,0.004,10,160,0.001628304,0.006
36,"A",17,0.001583904,0.008,1,161,0.001619424,0.0064
36,"A",17,0.001583904,0.008,2,162,0.001610544,0.0068
36,"A",17,0.001583904,0.008,3,163,0.001601664,0.0072
36,"A",17,0.001583904,0.008,4,164,0.001592784,0.0076
36,"A",17,0.001583904,0.008,5,165,0.001583904,0.008
36,"A",17,0.001583904,0.008,6,166,0.001575707,0.0079
36,"A",17,0.001583904,0.008,7,167,0.00156751,0.0078
36,"A",17,0.001583904,0.008,8,168,0.001559313,0.0077
36,"A",17,0.001583904,0.008,9,169,0.001551116,0.0076
36,"A",17,0.001583904,0.008,10,170,0.001542919,0.0075
36,"A",18,0.001501934,0.007,1,171,0.001534722,0.0074
36,"A",18,0.001501934,0.007,2,172,0.001526525,0.0073
36,"A",18,0.001501934,0.007,3,173,0.001518328,0.0072
36,"A",18,0.001501934,0.007,4,174,0.001510131,0.0071
36,"A",18,0.001501934,0.007,5,175,0.001501934,0.007
36,"A",18,0.001501934,0.007,6,176,0.0014943561,0.0068
36,"A",18,0.001501934,0.007,7,177,0.0014867782,0.0066
36,"A",18,0.001501934,0.007,8,178,0.0014792003,0.0064
36,"A",18,0.001501934,0.007,9,179,0.0014716224,0.0062
36,"A",18,0.001501934,0.007,10,180,0.0014640445,0.006
36,"A",19,0.001426155,0.005,1,181,0.0014564666,0.0058
36,"A",19,0.001426155,0.005,2,182,0.0014488887,0.0056
36,"A",19,0.001426155,0.005,3,183,0.0014413108,0.0054
36,"A",19,0.001426155,0.005,4,184,0.0014337329,0.0052
36,"A",19,0.001426155,0.005,5,185,0.001426155,0.005
36,"A",19,0.001426155,0.005,6,186,0.0014191376,0.0051
36,"A",19,0.001426155,0.005,7,187,0.0014121202,0.0052
36,"A",19,0.001426155,0.005,8,188,0.0014051028,0.0053
36,"A",19,0.001426155,0.005,9,189,0.0013980854,0.0054
36,"A",19,0.001426155,0.005,10,190,0.001391068,0.0055
36,"A",20,0.001355981,0.006,1,191,0.0013840506,0.0056
36,"A",20,0.001355981,0.006,2,192,0.0013770332,0.0057
36,"A",20,0.001355981,0.006,3,193,0.0013700158,0.0058
36,"A",20,0.001355981,0.006,4,194,0.0013629984,0.0059
36,"A",20,0.001355981,0.006,5,195,0.001355981,0.006
36,"A",20,0.001355981,0.006,6,196,0.0013494717,0.0064
36,"A",20,0.001355981,0.006,7,197,0.0013429624,0.0068
36,"A",20,0.001355981,0.006,8,198,0.0013364531,0.0072
36,"A",20,0.001355981,0.006,9,199,0.0013299438,0.0076
36,"A",20,0.001355981,0.006,10,200,0.0013234345,0.008
36,"A",21,0.001290888,0.01,1,201,0.0013169252,0.0084
36,"A",21,0.001290888,0.01,2,202,0.0013104159,0.0088
36,"A",21,0.001290888,0.01,3,203,0.0013039066,0.0092
36,"A",21,0.001290888,0.01,4,204,0.0012973973,0.0096
36,"A",21,0.001290888,0.01,5,205,0.001290888,0.01
36,"A",21,0.001290888,0.01,6,206,0.0012848397,0.01
36,"A",21,0.001290888,0.01,7,207,0.0012787914,0.01
36,"A",21,0.001290888,0.01,8,208,0.0012727431,0.01
36,"A",21,0.001290888,0.01,9,209,0.0012666948,0.01
36,"A",21,0.001290888,0.01,10,210,0.0012606465,0.01
36,"A",22,0.001230405,0.01,1,211,0.0012545982,0.01
36,"A",22,0.001230405,0.01,2,212,0.0012485499,0.01
36,"A",22,0.001230405,0.01,3,213,0.0012425016,0.01
36,"A",22,0.001230405,0.01,4,214,0.0012364533,0.01
36,"A",22,0.001230405,0.01,5,215,0.001230405,0.01
36,"A",22,0.001230405,0.01,6,216,0.0012247753,0.0095
36,"A",22,0.001230405,0.01,7,217,0.0012191456,0.009
36,"A",22,0.001230405,0.01,8,218,0.0012135159,0.0085
36,"A",22,0.001230405,0.01,9,219,0.0012078862,0.008
36,"A",22,0.001230405,0.01,10,220,0.0012022565,0.0075
36,"A",23,0.001174108,0.005,1,221,0.0011966268,0.007
36,"A",23,0.001174108,0.005,2,222,0.0011909971,0.0065
36,"A",23,0.001174108,0.005,3,223,0.0011853674,0.006
36,"A",23,0.001174108,0.005,4,224,0.0011797377,0.0055
36,"A",23,0.001174108,0.005,5,225,0.001174108,0.005
36,"A",23,0.001174108,0.005,6,226,0.0011688592,0.0054
36,"A",23,0.001174108,0.005,7,227,0.0011636104,0.0058
36,"A",23,0.001174108,0.005,8,228,0.0011583616,0.0062
36,"A",23,0.001174108,0.005,9,229,0.0011531128,0.0066
36,"A",23,0.001174108,0.005,10,230,0.001147864,0.007
36,"A",24,0.00112162,0.009,1,231,0.0011426152,0.0074
36,"A",24,0.00112162,0.009,2,232,0.0011373664,0.0078
36,"A",24,0.00112162,0.009,3,233,0.0011321176,0.0082
36,"A",24,0.00112162,0.009,4,234,0.0011268688,0.0086
36,"A",24,0.00112162,0.009,5,235,0.00112162,0.009
36,"A",24,0.00112162,0.009,6,236,0.0011167185,0.0085
36,"A",24,0.00112162,0.009,7,237,0.001111817,0.008
36,"A",24,0.00112162,0.009,8,238,0.0011069155,0.0075
36,"A",24,0.00112162,0.009,9,239,0.001102014,0.007
36,"A",24,0.00112162,0.009,10,240,0.0010971125,0.0065
36,"A",25,0.001072605,0.004,1,241,0.001092211,0.006
36,"A",25,0.001072605,0.004,2,242,0.0010873095,0.0055
36,"A",25,0.001072605,0.004,3,243,0.001082408,0.005
36,"A",25,0.001072605,0.004,4,244,0.0010775065,0.0045
36,"A",25,0.001072605,0.004,5,245,0.001072605,0.004
36,"A",25,0.001072605,0.004,6,246,0.0010680206,0.0043
36,"A",25,0.001072605,0.004,7,247,0.0010634362,0.0046
36,"A",25,0.001072605,0.004,8,248,0.0010588518,0.0049
36,"A",25,0.001072605,0.004,9,249,0.0010542674,0.0052
36,"A",25,0.001072605,0.004,10,250,0.001049683,0.0055
36,"A",26,0.001026761,0.007,1,251,0.0010450986,0.0058
36,"A",26,0.001026761,0.007,2,252,0.0010405142,0.0061
36,"A",26,0.001026761,0.007,3,253,0.0010359298,0.0064
36,"A",26,0.001026761,0.007,4,254,0.0010313454,0.0067
36,"A",26,0.001026761,0.007,5,255,0.001026761,0.007
36,"A",26,0.001026761,0.007,6,256,0.0010224666,0.0067
36,"A",26,0.001026761,0.007,7,257,0.0010181722,0.0064
36,"A",26,0.001026761,0.007,8,258,0.0010138778,0.0061
36,"A",26,0.001026761,0.007,9,259,0.0010095834,0.0058
36,"A",26,0.001026761,0.007,10,260,0.001005289,0.0055
36,"A",27,0.000983817,0.004,1,261,0.0010009946,0.0052
36,"A",27,0.000983817,0.004,2,262,0.0009967002,0.0049
36,"A",27,0.000983817,0.004,3,263,0.0009924058,0.0046
36,"A",27,0.000983817,0.004,4,264,0.0009881114,0.0043
36,"A",27,0.000983817,0.004,5,265,0.000983817,0.004
36,"A",27,0.000983817,0.004,6,266,0.0009797883,0.0046
36,"A",27,0.000983817,0.004,7,267,0.0009757596,0.0052
36,"A",27,0.000983817,0.004,8,268,0.0009717309,0.0058
36,"A",27,0.000983817,0.004,9,269,0.0009677022,0.0064
36,"A",27,0.000983817,0.004,10,270,0.0009636735,0.007
36,"A",28,0.00094353,0.01,1,271,0.0009596448,0.0076
36,"A",28,0.00094353,0.01,2,272,0.0009556161,0.0082
36,"A",28,0.00094353,0.01,3,273,0.0009515874,0.0088
36,"A",28,0.00094353,0.01,4,274,0.0009475587,0.0094
36,"A",28,0.00094353,0.01,5,275,0.00094353,0.01
36,"A",28,0.00094353,0.01,6,276,0.0009397455,0.01
36,"A",28,0.00094353,0.01,7,277,0.000935961,0.01
36,"A",28,0.00094353,0.01,8,278,0.0009321765,0.01
36,"A",28,0.00094353,0.01,9,279,0.000928392,0.01
36,"A",28,0.00094353,0.01,10,280,0.0009246075,0.01
36,"A",29,0.000905685,0.01,1,281,0.000920823,0.01
36,"A",29,0.000905685,0.01,2,282,0.0009170385,0.01
36,"A",29,0.000905685,0.01,3,283,0.000913254,0.01
36,"A",29,0.000905685,0.01,4,284,0.0009094695,0.01
36,"A",29,0.000905685,0.01,5,285,0.000905685,0.01
36,"A",29,0.000905685,0.01,6,286,0.0009021248,0.0095
36,"A",29,0.000905685,0.01,7,287,0.0008985646,0.009
36,"A",29,0.000905685,0.01,8,288,0.0008950044,0.0085
36,"A",29,0.000905685,0.01,9,289,0.0008914442,0.008
36,"A",29,0.000905685,0.01,10,290,0.000887884,0.0075
36,"A",30,0.000870083,0.005,1,291,0.0008843238,0.007
36,"A",30,0.000870083,0.005,2,292,0.0008807636,0.0065
36,"A",30,0.000870083,0.005,3,293,0.0008772034,0.006
36,"A",30,0.000870083,0.005,4,294,0.0008736432,0.0055
36,"A",30,0.000870083,0.005,5,295,0.000870083,0.005
36,"A",30,0.000870083,0.005,6,296,0.0008667297,0.0054
36,"A",30,0.000870083,0.005,7,297,0.0008633764,0.0058
36,"A",30,0.000870083,0.005,8,298,0.0008600231,0.0062
36,"A",30,0.000870083,0.005,9,299,0.0008566698,0.0066
36,"A",30,0.000870083,0.005,10,300,0.0008533165,0.007
36,"A",31,0.00083655,0.009,1,301,0.0008499632,0.0074
36,"A",31,0.00083655,0.009,2,302,0.0008466099,0.0078
36,"A",31,0.00083655,0.009,3,303,0.0008432566,0.0082
36,"A",31,0.00083655,0.009,4,304,0.0008399033,0.0086
36,"A",31,0.00083655,0.009,5,305,0.00083655,0.009
36,"A",31,0.00083655,0.009,6,306,0.0008333875,0.0085
36,"A",31,0.00083655,0.009,7,307,0.000830225,0.008
36,"A",31,0.00083655,0.009,8,308,0.0008270625,0.0075
36,"A",31,0.00083655,0.009,9,309,0.0008239,0.007
36,"A",31,0.00083655,0.009,10,310,0.0008207375,0.0065
36,"A",32,0.000804925,0.004,1,311,0.000817575,0.006
36,"A",32,0.000804925,0.004,2,312,0.0008144125,0.0055
36,"A",32,0.000804925,0.004,3,313,0.00081125,0.005
36,"A",32,0.000804925,0.004,4,314,0.0008080875,0.0045
36,"A",32,0.000804925,0.004,5,315,0.000804925,0.004
36,"A",32,0.000804925,0.004,6,316,0.0008019389,0.0043
36,"A",32,0.000804925,0.004,7,317,0.0007989528,0.0046
36,"A",32,0.000804925,0.004,8,318,0.0007959667,0.0049
36,"A",32,0.000804925,0.004,9,319,0.0007929806,0.0052
36,"A",32,0.000804925,0.004,10,320,0.0007899945,0.0055
36,"A",33,0.000775064,0.007,1,321,0.0007870084,0.0058
36,"A",33,0.000775064,0.007,2,322,0.0007840223,0.0061
36,"A",33,0.000775064,0.007,3,323,0.0007810362,0.0064
36,"A",33,0.000775064,0.007,4,324,0.0007780501,0.0067
36,"A",33,0.000775064,0.007,5,325,0.000775064,0.007
36,"A",33,0.000775064,0.007,6,326,0.0007722412,0.0067
36,"A",33,0.000775064,0.007,7,327,0.0007694184,0.0064
36,"A",33,0.000775064,0.007,8,328,0.0007665956,0.0061
36,"A",33,0.000775064,0.007,9,329,0.0007637728,0.0058
36,"A",33,0.000775064,0.007,10,330,0.00076095,0.0055
36,"A",34,0.000746836,0.004,1,331,0.0007581272,0.0052
36,"A",34,0.000746836,0.004,2,332,0.0007553044,0.0049
36,"A",34,0.000746836,0.004,3,333,0.0007524816,0.0046
36,"A",34,0.000746836,0.004,4,334,0.0007496588,0.0043
36,"A",34,0.000746836,0.004,5,335,0.000746836,0.004
36,"A",34,0.000746836,0.004,6,336,0.0007441646,0.0046
36,"A",34,0.000746836,0.004,7,337,0.0007414932,0.0052
36,"A",34,0.000746836,0.004,8,338,0.0007388218,0.0058
36,"A",34,0.000746836,0.004,9,339,0.0007361504,0.0064
36,"A",34,0.000746836,0.004,10,340,0.000733479,0.007
36,"A",35,0.000720122,0.01,1,341,0.0007308076,0.0076
36,"A",35,0.000720122,0.01,2,342,0.0007281362,0.0082
36,"A",35,0.000720122,0.01,3,343,0.0007254648,0.0088
36,"A",35,0.000720122,0.01,4,344,0.0007227934,0.0094
36,"A",35,0.000720122,0.01,5,345,0.000720122,0.01
36,"A",35,0.000720122,0.01,6,346,0.0007175913,0.0094
36,"A",35,0.000720122,0.01,7,347,0.0007150606,0.0088
36,"A",35,0.000720122,0.01,8,348,0.0007125299,0.0082
36,"A",35,0.000720122,0.01,9,349,0.0007099992,0.0076
36,"A",35,0.000720122,0.01,10,350,0.0007074685,0.007
36,"A",36,0.000694815,0.004,1,351,0.0007049378,0.0064
36,"A",36,0.000694815,0.004,2,352,0.0007024071,0.0058
36,"A",36,0.000694815,0.004,3,353,0.0006998764,0.0052
36,"A",36,0.000694815,0.004,4,354,0.0006973457,0.0046
36,"A",36,0.000694815,0.004,5,355,0.000694815,0.004
36,"A",36,0.000694815,0.004,6,356,0.000694815,0.004
36,"A",36,0.000694815,0.004,7,357,0.000694815,0.004
36,"A",36,0.000694815,0.004,8,358,0.000694815,0.004
36,"A",36,0.000694815,0.004,9,359,0.000694815,0.004
36,"A",36,0.000694815,0.004,10,360,0.000694815,0.004
36,"B",1,0,0.01,1,1,0,0.01
36,"B",1,0,0.01,2,2,0,0.01
36,"B",1,0,0.01,3,3,0,0.01
36,"B",1,0,0.01,4,4,0,0.01
36,"B",1,0,0.01,5,5,0,0.01
36,"B",1,0,0.01,6,6,0,0.0098
36,"B",1,0,0.01,7,7,0,0.0096
36,"B",1,0,0.01,8,8,0,0.0094
36,"B",1,0,0.01,9,9,0,0.0092
36,"B",1,0,0.01,10,10,0,0.009
36,"B",2,0,0.008,1,11,0,0.0088
36,"B",2,0,0.008,2,12,0,0.0086
36,"B",2,0,0.008,3,13,0,0.0084
36,"B",2,0,0.008,4,14,0,0.0082
36,"B",2,0,0.008,5,15,0,0.008
36,"B",2,0,0.008,6,16,0.0005822296,0.008
36,"B",2,0,0.008,7,17,0.0011644592,0.008
36,"B",2,0,0.008,8,18,0.0017466888,0.008
36,"B",2,0,0.008,9,19,0.0023289184,0.008
36,"B",2,0,0.008,10,20,0.002911148,0.008
36,"B",3,0.005822296,0.008,1,21,0.0034933776,0.008
36,"B",3,0.005822296,0.008,2,22,0.0040756072,0.008
36,"B",3,0.005822296,0.008,3,23,0.0046578368,0.008
36,"B",3,0.005822296,0.008,4,24,0.0052400664,0.008
36,"B",3,0.005822296,0.008,5,25,0.005822296,0.008
36,"B",3,0.005822296,0.008,6,26,0.0057923939,0.0082
36,"B",3,0.005822296,0.008,7,27,0.0057624918,0.0084
36,"B",3,0.005822296,0.008,8,28,0.0057325897,0.0086
36,"B",3,0.005822296,0.008,9,29,0.0057026876,0.0088
36,"B",3,0.005822296,0.008,10,30,0.0056727855,0.009
36,"B",4,0.005523275,0.01,1,31,0.0056428834,0.0092
36,"B",4,0.005523275,0.01,2,32,0.0056129813,0.0094
36,"B",4,0.005523275,0.01,3,33,0.0055830792,0.0096
36,"B",4,0.005523275,0.01,4,34,0.0055531771,0.0098
36,"B",4,0.005523275,0.01,5,35,0.005523275,0.01
36,"B",4,0.005523275,0.01,6,36,0.0054498862,0.0094
36,"B",4,0.005523275,0.01,7,37,0.0053764974,0.0088
36,"B",4,0.005523275,0.01,8,38,0.0053031086,0.0082
36,"B",4,0.005523275,0.01,9,39,0.0052297198,0.0076
36,"B",4,0.005523275,0.01,10,40,0.005156331,0.007
36,"B",5,0.004789387,0.004,1,41,0.0050829422,0.0064
36,"B",5,0.004789387,0.004,2,42,0.0050095534,0.0058
36,"B",5,0.004789387,0.004,3,43,0.0049361646,0.0052
36,"B",5,0.004789387,0.004,4,44,0.0048627758,0.0046
36,"B",5,0.004789387,0.004,5,45,0.004789387,0.004
36,"B",5,0.004789387,0.004,6,46,0.0047258139,0.0041
36,"B",5,0.004789387,0.004,7,47,0.0046622408,0.0042
36,"B",5,0.004789387,0.004,8,48,0.0045986677,0.0043
36,"B",5,0.004789387,0.004,9,49,0.0045350946,0.0044
36,"B",5,0.004789387,0.004,10,50,0.0044715215,0.0045
36,"B",6,0.004153656,0.005,1,51,0.0044079484,0.0046
36,"B",6,0.004153656,0.005,2,52,0.0043443753,0.0047
36,"B",6,0.004153656,0.005,3,53,0.0042808022,0.0048
36,"B",6,0.004153656,0.005,4,54,0.0042172291,0.0049
36,"B",6,0.004153656,0.005,5,55,0.004153656,0.005
36,"B",6,0.004153656,0.005,6,56,0.0041020461,0.0052
36,"B",6,0.004153656,0.005,7,57,0.0040504362,0.0054
36,"B",6,0.004153656,0.005,8,58,0.0039988263,0.0056
36,"B",6,0.004153656,0.005,9,59,0.0039472164,0.0058
36,"B",6,0.004153656,0.005,10,60,0.0038956065,0.006
36,"B",7,0.003637557,0.007,1,61,0.0038439966,0.0062
36,"B",7,0.003637557,0.007,2,62,0.0037923867,0.0064
36,"B",7,0.003637557,0.007,3,63,0.0037407768,0.0066
36,"B",7,0.003637557,0.007,4,64,0.0036891669,0.0068
36,"B",7,0.003637557,0.007,5,65,0.003637557,0.007
36,"B",7,0.003637557,0.007,6,66,0.0035956431,0.0068
36,"B",7,0.003637557,0.007,7,67,0.0035537292,0.0066
36,"B",7,0.003637557,0.007,8,68,0.0035118153,0.0064
36,"B",7,0.003637557,0.007,9,69,0.0034699014,0.0062
36,"B",7,0.003637557,0.007,10,70,0.0034279875,0.006
36,"B",8,0.003218418,0.005,1,71,0.0033860736,0.0058
36,"B",8,0.003218418,0.005,2,72,0.0033441597,0.0056
36,"B",8,0.003218418,0.005,3,73,0.0033022458,0.0054
36,"B",8,0.003218418,0.005,4,74,0.0032603319,0.0052
36,"B",8,0.003218418,0.005,5,75,0.003218418,0.005
36,"B",8,0.003218418,0.005,6,76,0.0031839724,0.0053
36,"B",8,0.003218418,0.005,7,77,0.0031495268,0.0056
36,"B",8,0.003218418,0.005,8,78,0.0031150812,0.0059
36,"B",8,0.003218418,0.005,9,79,0.0030806356,0.0062
36,"B",8,0.003218418,0.005,10,80,0.00304619,0.0065
